developer,sentiment-analysis
Michael Todd Games,2.0
Michael Todd Games,1.0
Michael Todd Games,2.0
Michael Todd Games,2.0
Michael Todd Games,2.0
Michael Todd Games,2.0
"Curve Digital,FuturLab",2.0
Poppermost Productions,2.0
Poppermost Productions,2.0
Poppermost Productions,2.0
Poppermost Productions,2.0
Poppermost Productions,2.0
Poppermost Productions,2.0
Poppermost Productions,2.0
Poppermost Productions,2.0
Poppermost Productions,1.0
Poppermost Productions,2.0
Poppermost Productions,2.0
Poppermost Productions,2.0
Poppermost Productions,2.0
Poppermost Productions,0.0
Poppermost Productions,0.0
Poppermost Productions,2.0
Poppermost Productions,2.0
Poppermost Productions,2.0
Poppermost Productions,1.0
Poppermost Productions,2.0
Poppermost Productions,2.0
Poppermost Productions,2.0
Poppermost Productions,2.0
Poppermost Productions,2.0
Poppermost Productions,2.0
Poppermost Productions,2.0
Poppermost Productions,2.0
Poppermost Productions,2.0
Poppermost Productions,2.0
Poppermost Productions,2.0
Outerlight Ltd.,1.0
Outerlight Ltd.,2.0
Outerlight Ltd.,2.0
Outerlight Ltd.,0.0
Outerlight Ltd.,2.0
Lab Zero Games,0.0
Lab Zero Games,1.0
Lab Zero Games,0.0
Lab Zero Games,1.0
Lab Zero Games,2.0
Lab Zero Games,2.0
Lab Zero Games,2.0
Lab Zero Games,2.0
Lab Zero Games,1.0
Lab Zero Games,2.0
Lab Zero Games,1.0
Lab Zero Games,2.0
Lab Zero Games,1.0
Lab Zero Games,1.0
Lab Zero Games,2.0
Lab Zero Games,1.0
Lab Zero Games,2.0
Lab Zero Games,2.0
Lab Zero Games,1.0
Lab Zero Games,2.0
Lab Zero Games,2.0
Lab Zero Games,0.0
Lab Zero Games,1.0
Lab Zero Games,1.0
Lab Zero Games,2.0
Lab Zero Games,0.0
Lab Zero Games,2.0
Lab Zero Games,2.0
Lab Zero Games,1.0
Lab Zero Games,0.0
Lab Zero Games,2.0
Lab Zero Games,2.0
Lab Zero Games,2.0
Lab Zero Games,1.0
Lab Zero Games,1.0
Lab Zero Games,2.0
Lab Zero Games,1.0
Lab Zero Games,2.0
Lab Zero Games,2.0
Lab Zero Games,2.0
Lab Zero Games,1.0
Lab Zero Games,1.0
Lab Zero Games,1.0
Lab Zero Games,1.0
Lab Zero Games,2.0
Lab Zero Games,0.0
Lab Zero Games,2.0
Lab Zero Games,1.0
Lab Zero Games,2.0
Lab Zero Games,2.0
Lab Zero Games,2.0
Lab Zero Games,2.0
Lab Zero Games,2.0
Lab Zero Games,2.0
Lab Zero Games,0.0
Lab Zero Games,1.0
Lab Zero Games,2.0
Lab Zero Games,2.0
Lab Zero Games,2.0
Lab Zero Games,2.0
Lab Zero Games,2.0
Lab Zero Games,2.0
Lab Zero Games,0.0
Lab Zero Games,2.0
Lab Zero Games,0.0
Lab Zero Games,0.0
Lab Zero Games,2.0
Lab Zero Games,2.0
Lab Zero Games,2.0
Ninja Theory,2.0
Ninja Theory,2.0
Ninja Theory,1.0
Ninja Theory,2.0
Ninja Theory,2.0
Ninja Theory,2.0
Tindalos Interactive,2.0
Tindalos Interactive,2.0
Cyberdreams,1.0
Cyberdreams,1.0
Cyberdreams,2.0
Positech Games,1.0
Positech Games,2.0
Positech Games,1.0
Positech Games,1.0
Positech Games,2.0
Positech Games,2.0
Positech Games,2.0
Positech Games,1.0
Positech Games,1.0
Positech Games,2.0
Positech Games,2.0
Positech Games,2.0
Positech Games,2.0
Positech Games,2.0
Positech Games,2.0
Positech Games,2.0
Positech Games,2.0
Positech Games,2.0
Positech Games,2.0
"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev",2.0
"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev",2.0
"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev",2.0
"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev",2.0
Haemimont Games,2.0
Haemimont Games,2.0
Haemimont Games,2.0
Haemimont Games,2.0
Haemimont Games,0.0
Haemimont Games,2.0
Haemimont Games,2.0
Haemimont Games,1.0
Haemimont Games,2.0
Haemimont Games,2.0
Haemimont Games,2.0
Haemimont Games,2.0
Haemimont Games,2.0
Haemimont Games,2.0
Haemimont Games,2.0
Haemimont Games,2.0
Double Fine Productions,1.0
Double Fine Productions,2.0
Double Fine Productions,0.0
Double Fine Productions,2.0
Double Fine Productions,2.0
Double Fine Productions,2.0
Double Fine Productions,0.0
Double Fine Productions,2.0
Double Fine Productions,1.0
Ironhide Game Studio,2.0
Ironhide Game Studio,2.0
Ironhide Game Studio,2.0
Ironhide Game Studio,2.0
Ironhide Game Studio,2.0
Ironhide Game Studio,2.0
Ironhide Game Studio,2.0
Ironhide Game Studio,1.0
Ironhide Game Studio,0.0
Ironhide Game Studio,2.0
Ironhide Game Studio,2.0
Ironhide Game Studio,2.0
Ironhide Game Studio,2.0
Ironhide Game Studio,2.0
Ironhide Game Studio,2.0
Ironhide Game Studio,2.0
Modern Dream,0.0
Modern Dream,2.0
Modern Dream,0.0
Modern Dream,2.0
Modern Dream,2.0
Modern Dream,2.0
Modern Dream,2.0
Ndemic Creations,0.0
Ndemic Creations,0.0
Ndemic Creations,0.0
Ndemic Creations,2.0
Ndemic Creations,2.0
Ndemic Creations,2.0
Ndemic Creations,2.0
Ndemic Creations,2.0
Ndemic Creations,0.0
Ndemic Creations,2.0
Ndemic Creations,2.0
Ndemic Creations,0.0
Ndemic Creations,0.0
Ndemic Creations,2.0
Ndemic Creations,2.0
Ndemic Creations,1.0
Ndemic Creations,2.0
Ndemic Creations,2.0
Ndemic Creations,2.0
Ndemic Creations,0.0
Ndemic Creations,2.0
Ndemic Creations,1.0
Ndemic Creations,0.0
Ndemic Creations,1.0
Ndemic Creations,1.0
Ndemic Creations,2.0
Ndemic Creations,2.0
Ndemic Creations,2.0
Ndemic Creations,2.0
Ndemic Creations,1.0
Ndemic Creations,2.0
Ndemic Creations,2.0
Ndemic Creations,1.0
Ndemic Creations,0.0
Ndemic Creations,2.0
Ndemic Creations,2.0
Ndemic Creations,2.0
Ndemic Creations,2.0
Ndemic Creations,1.0
Ndemic Creations,2.0
Ndemic Creations,2.0
Ndemic Creations,2.0
Ndemic Creations,2.0
Ndemic Creations,0.0
Ndemic Creations,2.0
Ndemic Creations,1.0
Ndemic Creations,2.0
Ndemic Creations,2.0
N3V Games,2.0
N3V Games,2.0
Ragequit Corporation,1.0
Ragequit Corporation,2.0
Ragequit Corporation,0.0
Ragequit Corporation,0.0
Ragequit Corporation,2.0
Ragequit Corporation,0.0
Ragequit Corporation,0.0
Ragequit Corporation,2.0
Ragequit Corporation,0.0
Ragequit Corporation,0.0
Ragequit Corporation,2.0
Ragequit Corporation,1.0
Ragequit Corporation,2.0
Ragequit Corporation,2.0
Ragequit Corporation,0.0
Ragequit Corporation,1.0
Ragequit Corporation,2.0
WildTangent,2.0
Arkavi Studios,2.0
Nomad Games,2.0
Nomad Games,1.0
Nomad Games,2.0
Nomad Games,2.0
Nomad Games,2.0
Nomad Games,2.0
Nomad Games,2.0
Nomad Games,2.0
Nomad Games,2.0
Nomad Games,2.0
Nomad Games,1.0
Nomad Games,2.0
Nomad Games,0.0
Nomad Games,2.0
Vertigo Gaming Inc.,1.0
Vertigo Gaming Inc.,0.0
Vertigo Gaming Inc.,2.0
Vertigo Gaming Inc.,2.0
Vertigo Gaming Inc.,2.0
Vertigo Gaming Inc.,2.0
Vertigo Gaming Inc.,2.0
Vertigo Gaming Inc.,2.0
Vertigo Gaming Inc.,1.0
Vertigo Gaming Inc.,2.0
Vertigo Gaming Inc.,1.0
Vertigo Gaming Inc.,1.0
Brace Yourself Games,0.0
Brace Yourself Games,2.0
Brace Yourself Games,2.0
Brace Yourself Games,2.0
Brace Yourself Games,1.0
Brace Yourself Games,2.0
Brace Yourself Games,2.0
Brace Yourself Games,2.0
Brace Yourself Games,0.0
Brace Yourself Games,2.0
Brace Yourself Games,2.0
Brace Yourself Games,2.0
Brace Yourself Games,0.0
Brace Yourself Games,1.0
Brace Yourself Games,2.0
Brace Yourself Games,2.0
Brace Yourself Games,0.0
Brace Yourself Games,2.0
Brace Yourself Games,1.0
Studio Bean,2.0
Studio Bean,0.0
EA - Maxis,2.0
EA - Maxis,1.0
EA - Maxis,2.0
EA - Maxis,0.0
Crazy Viking Studios,2.0
Crazy Viking Studios,1.0
Crazy Viking Studios,0.0
Crazy Viking Studios,2.0
Criterion Games,2.0
Criterion Games,2.0
Criterion Games,0.0
Criterion Games,2.0
Criterion Games,2.0
Criterion Games,0.0
Criterion Games,2.0
Criterion Games,2.0
Criterion Games,2.0
Criterion Games,2.0
Criterion Games,2.0
Criterion Games,2.0
Criterion Games,2.0
Criterion Games,2.0
Criterion Games,2.0
Criterion Games,2.0
Criterion Games,2.0
Criterion Games,0.0
Criterion Games,2.0
Criterion Games,2.0
Criterion Games,2.0
Criterion Games,2.0
Criterion Games,2.0
Criterion Games,2.0
Criterion Games,2.0
Criterion Games,2.0
Criterion Games,2.0
Criterion Games,2.0
Criterion Games,2.0
Criterion Games,2.0
Criterion Games,0.0
Criterion Games,2.0
Criterion Games,1.0
Criterion Games,2.0
Criterion Games,1.0
Io-Interactive A/S,1.0
Ludosity,0.0
Rising Star Games,2.0
Rising Star Games,0.0
Phosphor Games Studio,0.0
Phosphor Games Studio,1.0
Phosphor Games Studio,2.0
Phosphor Games Studio,2.0
Phosphor Games Studio,2.0
Phosphor Games Studio,1.0
Phosphor Games Studio,2.0
Phosphor Games Studio,2.0
Phosphor Games Studio,0.0
Phosphor Games Studio,1.0
Phosphor Games Studio,2.0
Phosphor Games Studio,2.0
Phosphor Games Studio,2.0
Phosphor Games Studio,0.0
Phosphor Games Studio,2.0
Phosphor Games Studio,0.0
Phosphor Games Studio,1.0
Phosphor Games Studio,2.0
Phosphor Games Studio,1.0
Phosphor Games Studio,2.0
Phosphor Games Studio,2.0
Phosphor Games Studio,0.0
Phosphor Games Studio,2.0
Phosphor Games Studio,0.0
Phosphor Games Studio,0.0
Phosphor Games Studio,1.0
Phosphor Games Studio,2.0
Phosphor Games Studio,2.0
Phosphor Games Studio,2.0
Phosphor Games Studio,1.0
Phosphor Games Studio,2.0
Phosphor Games Studio,2.0
Phosphor Games Studio,2.0
Phosphor Games Studio,2.0
Phosphor Games Studio,0.0
Phosphor Games Studio,2.0
Phosphor Games Studio,2.0
Phosphor Games Studio,1.0
Phosphor Games Studio,1.0
Phosphor Games Studio,0.0
Phosphor Games Studio,0.0
Phosphor Games Studio,1.0
Phosphor Games Studio,0.0
Phosphor Games Studio,2.0
Phosphor Games Studio,0.0
Phosphor Games Studio,2.0
Phosphor Games Studio,0.0
Phosphor Games Studio,2.0
Phosphor Games Studio,1.0
Phosphor Games Studio,1.0
Phosphor Games Studio,2.0
Phosphor Games Studio,2.0
Phosphor Games Studio,2.0
Phosphor Games Studio,0.0
Phosphor Games Studio,2.0
Phosphor Games Studio,2.0
Phosphor Games Studio,2.0
Phosphor Games Studio,2.0
Phosphor Games Studio,2.0
Phosphor Games Studio,2.0
Phosphor Games Studio,1.0
Phosphor Games Studio,2.0
Phosphor Games Studio,1.0
Phosphor Games Studio,2.0
Phosphor Games Studio,2.0
Phosphor Games Studio,2.0
Phosphor Games Studio,2.0
Phosphor Games Studio,2.0
Phosphor Games Studio,2.0
Phosphor Games Studio,2.0
Phosphor Games Studio,2.0
Phosphor Games Studio,2.0
Phosphor Games Studio,0.0
Phosphor Games Studio,1.0
Phosphor Games Studio,2.0
Phosphor Games Studio,0.0
Phosphor Games Studio,2.0
Phosphor Games Studio,0.0
Phosphor Games Studio,2.0
"EA - Maxis,Aspyr (Mac)",2.0
"EA - Maxis,Aspyr (Mac)",2.0
"EA - Maxis,Aspyr (Mac)",1.0
"EA - Maxis,Aspyr (Mac)",2.0
"EA - Maxis,Aspyr (Mac)",0.0
"EA - Maxis,Aspyr (Mac)",2.0
EA Los Angeles,1.0
EA Los Angeles,2.0
EA Los Angeles,2.0
EA Los Angeles,2.0
Keen Games,2.0
Keen Games,2.0
Keen Games,0.0
Keen Games,1.0
EA Los Angeles,1.0
EA Los Angeles,2.0
EA Los Angeles,2.0
EA Los Angeles,0.0
EA Los Angeles,2.0
Clickteam,0.0
Clickteam,2.0
Clickteam,2.0
Clickteam,2.0
GalaxyTrail,2.0
GalaxyTrail,2.0
GalaxyTrail,2.0
GalaxyTrail,2.0
GalaxyTrail,2.0
GalaxyTrail,2.0
GalaxyTrail,2.0
GalaxyTrail,2.0
GalaxyTrail,2.0
GalaxyTrail,2.0
North of Earth,2.0
North of Earth,2.0
North of Earth,1.0
Dekovir Entertainment,0.0
Dekovir Entertainment,2.0
Dekovir Entertainment,0.0
Dekovir Entertainment,2.0
Dekovir Entertainment,1.0
Dekovir Entertainment,1.0
EA Los Angeles,2.0
EA Los Angeles,2.0
EA Los Angeles,2.0
EA Los Angeles,2.0
EA Los Angeles,2.0
Biart Company LLC,2.0
Team Reptile,2.0
Nabi Studios,1.0
Nabi Studios,0.0
Nabi Studios,2.0
Nabi Studios,0.0
Nabi Studios,0.0
Nabi Studios,1.0
Nabi Studios,2.0
Nabi Studios,1.0
Nabi Studios,0.0
Nabi Studios,2.0
Nabi Studios,1.0
Nabi Studios,2.0
Nabi Studios,2.0
Nabi Studios,0.0
Nabi Studios,1.0
Nabi Studios,2.0
Nabi Studios,2.0
Nabi Studios,2.0
Nabi Studios,0.0
Nabi Studios,2.0
Nabi Studios,1.0
Nabi Studios,2.0
Nabi Studios,2.0
Nabi Studios,2.0
Nabi Studios,2.0
Nabi Studios,2.0
Nabi Studios,2.0
Nabi Studios,0.0
Nabi Studios,2.0
Nabi Studios,2.0
Nabi Studios,2.0
Nabi Studios,2.0
Nabi Studios,0.0
Nabi Studios,2.0
Nabi Studios,2.0
Nabi Studios,2.0
Nabi Studios,0.0
Nabi Studios,0.0
Nabi Studios,2.0
Nabi Studios,2.0
Nabi Studios,2.0
Nabi Studios,2.0
Nabi Studios,2.0
Nabi Studios,0.0
Nabi Studios,2.0
Nabi Studios,0.0
Nabi Studios,2.0
Nabi Studios,1.0
Nabi Studios,1.0
Nabi Studios,2.0
Nabi Studios,0.0
Nabi Studios,1.0
Nabi Studios,2.0
Nabi Studios,2.0
Nabi Studios,0.0
Nabi Studios,2.0
Nabi Studios,1.0
Nabi Studios,2.0
Nabi Studios,2.0
Nabi Studios,2.0
Nabi Studios,2.0
Nabi Studios,0.0
Nabi Studios,0.0
Nabi Studios,2.0
Nabi Studios,2.0
Nabi Studios,2.0
Nabi Studios,2.0
Nabi Studios,2.0
Nabi Studios,2.0
Nabi Studios,1.0
Nabi Studios,1.0
Nabi Studios,2.0
Nabi Studios,2.0
Nabi Studios,1.0
Nabi Studios,2.0
Nabi Studios,1.0
Nabi Studios,2.0
Nabi Studios,0.0
Nabi Studios,0.0
Nabi Studios,1.0
Nabi Studios,0.0
Nabi Studios,2.0
Nabi Studios,2.0
Nabi Studios,0.0
Nabi Studios,1.0
Nabi Studios,2.0
KillHouse Games,0.0
KillHouse Games,1.0
KillHouse Games,0.0
KillHouse Games,2.0
KillHouse Games,0.0
KillHouse Games,2.0
KillHouse Games,2.0
KillHouse Games,2.0
KillHouse Games,2.0
KillHouse Games,2.0
Flyleap Studios Pty. Ltd.,2.0
Flyleap Studios Pty. Ltd.,2.0
Flyleap Studios Pty. Ltd.,2.0
Flyleap Studios Pty. Ltd.,2.0
Flyleap Studios Pty. Ltd.,2.0
Hitcents,2.0
Hitcents,2.0
Hitcents,1.0
Slightly Mad Studios,2.0
Dischan Media,2.0
Dischan Media,2.0
Dischan Media,2.0
Dischan Media,2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",1.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",1.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",1.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",1.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",0.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",1.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",1.0
"Hopoo Games, LLC",0.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",0.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",1.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",0.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",0.0
"Hopoo Games, LLC",1.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",1.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",1.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",0.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",0.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",1.0
"Hopoo Games, LLC",1.0
"Hopoo Games, LLC",1.0
"Hopoo Games, LLC",1.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",0.0
"Hopoo Games, LLC",0.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",1.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",0.0
"Hopoo Games, LLC",0.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",0.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",0.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",0.0
"Hopoo Games, LLC",1.0
"Hopoo Games, LLC",1.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",1.0
"Hopoo Games, LLC",1.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",1.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
"Hopoo Games, LLC",2.0
Blue Bottle Games,0.0
Blue Bottle Games,2.0
Blue Bottle Games,0.0
Blue Bottle Games,2.0
Blue Bottle Games,2.0
Blue Bottle Games,0.0
Blue Bottle Games,0.0
Blue Bottle Games,2.0
Blue Bottle Games,0.0
Blue Bottle Games,2.0
Blue Bottle Games,2.0
AMPLITUDE Studios,2.0
AMPLITUDE Studios,2.0
AMPLITUDE Studios,2.0
AMPLITUDE Studios,2.0
AMPLITUDE Studios,0.0
AMPLITUDE Studios,2.0
AMPLITUDE Studios,2.0
AMPLITUDE Studios,2.0
AMPLITUDE Studios,2.0
AMPLITUDE Studios,0.0
AMPLITUDE Studios,0.0
AMPLITUDE Studios,2.0
AMPLITUDE Studios,2.0
Traveller's Tales,1.0
Traveller's Tales,2.0
Traveller's Tales,2.0
Traveller's Tales,2.0
Traveller's Tales,2.0
Traveller's Tales,2.0
Traveller's Tales,2.0
Traveller's Tales,2.0
Traveller's Tales,2.0
Traveller's Tales,2.0
Traveller's Tales,2.0
Traveller's Tales,2.0
Traveller's Tales,2.0
Traveller's Tales,1.0
Traveller's Tales,2.0
Traveller's Tales,2.0
Traveller's Tales,2.0
Traveller's Tales,2.0
Traveller's Tales,2.0
Traveller's Tales,2.0
Traveller's Tales,2.0
Traveller's Tales,0.0
Traveller's Tales,1.0
Traveller's Tales,2.0
Traveller's Tales,0.0
Traveller's Tales,1.0
Traveller's Tales,1.0
Traveller's Tales,2.0
Traveller's Tales,2.0
Traveller's Tales,0.0
Traveller's Tales,1.0
Traveller's Tales,2.0
Traveller's Tales,2.0
Traveller's Tales,2.0
Traveller's Tales,2.0
Traveller's Tales,2.0
Traveller's Tales,0.0
Traveller's Tales,2.0
Traveller's Tales,2.0
Traveller's Tales,0.0
Traveller's Tales,2.0
Traveller's Tales,2.0
CreativeForge Games,0.0
Piranha Bytes,2.0
Piranha Bytes,0.0
Petit Depotto,2.0
Silk Games,0.0
Jason Rohrer,2.0
Jason Rohrer,1.0
Rain Games,0.0
DICE,2.0
DICE,0.0
DICE,1.0
DICE,2.0
DICE,2.0
DICE,2.0
DICE,0.0
DICE,1.0
DICE,2.0
DICE,0.0
DICE,2.0
DICE,2.0
DICE,2.0
DICE,0.0
DICE,2.0
DICE,0.0
DICE,0.0
DICE,1.0
DICE,0.0
DICE,0.0
DICE,2.0
DICE,2.0
DICE,2.0
DICE,2.0
DICE,2.0
DICE,0.0
DICE,2.0
DICE,2.0
DICE,1.0
DICE,2.0
DICE,2.0
DICE,0.0
DICE,2.0
DICE,2.0
DICE,0.0
DICE,2.0
DICE,2.0
DICE,2.0
DICE,1.0
DICE,1.0
DICE,2.0
DICE,0.0
DICE,0.0
DICE,1.0
DICE,1.0
Daedalic Entertainment,2.0
Daedalic Entertainment,0.0
Zootfly,2.0
Zootfly,2.0
BioWare,2.0
BioWare,2.0
BioWare,2.0
BioWare,2.0
BioWare,2.0
BioWare,2.0
BioWare,2.0
BioWare,2.0
BioWare,2.0
BioWare,0.0
BioWare,2.0
BioWare,2.0
BioWare,2.0
BioWare,2.0
BioWare,2.0
BioWare,2.0
BioWare,2.0
BioWare,0.0
5th Cell Media,2.0
5th Cell Media,2.0
5th Cell Media,1.0
5th Cell Media,0.0
5th Cell Media,0.0
5th Cell Media,2.0
5th Cell Media,1.0
5th Cell Media,2.0
5th Cell Media,2.0
BetaDwarf,0.0
BetaDwarf,0.0
BetaDwarf,1.0
Frozenbyte,2.0
Wolfire Games,2.0
Wolfire Games,2.0
Wolfire Games,2.0
Wolfire Games,2.0
Wolfire Games,2.0
Wolfire Games,2.0
Wolfire Games,2.0
Wolfire Games,2.0
Wolfire Games,2.0
Wolfire Games,1.0
Wolfire Games,2.0
Wolfire Games,2.0
Wolfire Games,2.0
Wolfire Games,2.0
Wolfire Games,2.0
Wolfire Games,2.0
Wolfire Games,2.0
Wolfire Games,1.0
Wolfire Games,0.0
Wolfire Games,2.0
Wolfire Games,2.0
Wolfire Games,1.0
Wolfire Games,1.0
Infinite Monkeys Entertainment Ltd.,2.0
Wolfire Games,0.0
Wolfire Games,2.0
Witch Beam,2.0
Witch Beam,2.0
Witch Beam,2.0
"SNK CORPORATION,DotEmu",1.0
"SNK CORPORATION,DotEmu",0.0
"SNK CORPORATION,DotEmu",2.0
"SNK CORPORATION,DotEmu",2.0
"SNK CORPORATION,DotEmu",2.0
"SNK CORPORATION,DotEmu",1.0
"SNK CORPORATION,DotEmu",1.0
"SNK CORPORATION,DotEmu",2.0
"SNK CORPORATION,DotEmu",1.0
"SNK CORPORATION,DotEmu",0.0
"SNK CORPORATION,DotEmu",2.0
"SNK CORPORATION,DotEmu",2.0
"SNK CORPORATION,DotEmu",2.0
"SNK CORPORATION,DotEmu",0.0
"SNK CORPORATION,DotEmu",0.0
"SNK CORPORATION,DotEmu",2.0
"SNK CORPORATION,DotEmu",2.0
"SNK CORPORATION,DotEmu",2.0
"SNK CORPORATION,DotEmu",1.0
Necrophone Games,2.0
Necrophone Games,1.0
Necrophone Games,0.0
Necrophone Games,2.0
Necrophone Games,2.0
Necrophone Games,2.0
Necrophone Games,1.0
Necrophone Games,1.0
Necrophone Games,2.0
Necrophone Games,2.0
Necrophone Games,2.0
Necrophone Games,2.0
Necrophone Games,2.0
Necrophone Games,2.0
Necrophone Games,0.0
Necrophone Games,2.0
Necrophone Games,2.0
Necrophone Games,2.0
Necrophone Games,2.0
Necrophone Games,2.0
Necrophone Games,2.0
Necrophone Games,2.0
Necrophone Games,2.0
Telltale Games,2.0
Telltale Games,1.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,1.0
Telltale Games,0.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,1.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,1.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,1.0
Telltale Games,0.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,0.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,0.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,1.0
Telltale Games,2.0
Telltale Games,2.0
Telltale Games,1.0
Telltale Games,2.0
Telltale Games,2.0
"Eric Hartman,Ben Garney,Anthony Rotondo",2.0
"Eric Hartman,Ben Garney,Anthony Rotondo",2.0
"Eric Hartman,Ben Garney,Anthony Rotondo",2.0
"Eric Hartman,Ben Garney,Anthony Rotondo",0.0
"Eric Hartman,Ben Garney,Anthony Rotondo",2.0
"Eric Hartman,Ben Garney,Anthony Rotondo",1.0
"Eric Hartman,Ben Garney,Anthony Rotondo",1.0
"Eric Hartman,Ben Garney,Anthony Rotondo",1.0
"Eric Hartman,Ben Garney,Anthony Rotondo",1.0
"Eric Hartman,Ben Garney,Anthony Rotondo",1.0
"Eric Hartman,Ben Garney,Anthony Rotondo",0.0
"Eric Hartman,Ben Garney,Anthony Rotondo",2.0
"Eric Hartman,Ben Garney,Anthony Rotondo",2.0
"Eric Hartman,Ben Garney,Anthony Rotondo",2.0
"Eric Hartman,Ben Garney,Anthony Rotondo",1.0
"Eric Hartman,Ben Garney,Anthony Rotondo",2.0
"Eric Hartman,Ben Garney,Anthony Rotondo",0.0
"Eric Hartman,Ben Garney,Anthony Rotondo",1.0
"Eric Hartman,Ben Garney,Anthony Rotondo",0.0
